Station,DateTime,Positive,NHunters,Comments
CLBF-002-013,2018-11-15 7:43,1,1,hunter
CLBF-002-013,2018-11-15 11:30,1,1,hunter
CLBF-002-013,2018-11-15 11:44,1,1,hunter
CLBF-002-013,2018-11-15 15:10,1,1,hunter
CLBF-002-013,2018-11-15 17:08,1,1,hunter
CLBF-002-013,2018-11-16 7:40,1,2,hunters
CLBF-002-013,2018-11-16 9:26,1,1,hunter
CLBF-002-013,2018-11-16 14:53,1,1,hunter
CLBF-002-013,2018-11-17 7:09,1,1,hunter
CLBF-002-013,2018-11-17 10:10,1,1,hunter
CLBF-002-013,2018-11-17 14:14,1,1,hunter
CLBF-002-013,2018-11-17 17:36,1,2,hunters
CLBF-002-013,2018-11-20 7:07,1,1,hunter
CLBF-002-013,2018-11-20 12:18,1,1,hunter
CLBF-002-013,2018-11-21 12:33,1,1,hunter
CLBF-002-013,2018-11-21 14:35,1,1,hunter
CLBF-002-013,2018-11-22 14:15,1,1,hunter
CLBF-002-013,2018-11-22 17:06,1,1,hunter
CLBF-002-013,2018-11-22 18:24,1,1,hunter
CLBF-002-013,2018-11-23 6:40,1,1,hunter
CLBF-002-013,2018-11-23 11:03,1,1,hunter
CLBF-002-013,2018-11-23 14:27,1,1,hunter
CLBF-002-013,2018-11-23 14:49,1,1,hunter
CLBF-002-013,2018-11-27 14:46,1,1,hunter
CLBF-002-013,2018-11-28 14:30,1,1,hunter
CLBF-002-013,2018-11-28 17:00,1,2,hunters
CLBF-002-013,2018-11-29 7:27,1,1,hunter
CLBF-002-013,2018-11-29 12:22,1,1,hunter
CLBF-002-013,2018-11-30 14:32,1,1,hunter
CLBF-002-013,2018-11-30 16:30,1,1,hunter
CLBF-002-014,2018-09-01 7:05,1,1,hunter
CLBF-002-014,2018-09-01 9:01,1,1,hunter
CLBF-002-014,2018-09-08 5:34,1,2,hunters
CLBF-002-014,2018-09-08 13:59,1,2,hunters
CLBF-002-014,2018-09-08 17:51,1,1,hunter
CLBF-002-014,2018-09-09 11:07,1,1,hunter
CLBF-002-014,2018-09-09 14:40,1,2,hunters
CLBF-002-014,2018-09-14 10:55,1,1,hunter
CLBF-002-014,2018-09-14 11:08,1,1,hunter
CLBF-002-014,2018-09-15 6:14,1,1,hunter
CLBF-002-014,2018-09-15 7:34,1,1,hunter
CLBF-002-014,2018-09-15 7:45,1,2,hunters
CLBF-002-014,2018-09-17 6:19,1,1,hunter
CLBF-002-014,2018-09-17 6:40,1,1,hunter
CLBF-002-014,2018-09-17 7:11,1,1,hunter
CLBF-002-014,2018-09-17 8:23,1,1,hunter
CLBF-002-014,2018-09-17 9:00,1,1,hunter
CLBF-002-014,2018-09-17 9:12,1,2,hunters
CLBF-002-014,2018-09-17 10:56,1,1,hunter
CLBF-002-014,2018-09-17 12:47,1,1,hunter
CLBF-002-014,2018-09-17 16:42,1,1,hunter
CLBF-002-014,2018-09-17 16:49,1,1,hunter
CLBF-002-014,2018-09-17 16:53,1,1,hunter
CLBF-002-014,2018-09-17 17:14,1,1,hunter
CLBF-002-014,2018-09-18 6:03,1,1,hunter
CLBF-002-014,2018-09-18 11:09,1,1,hunter
CLBF-002-014,2018-09-19 11:41,1,1,hunter
CLBF-002-014,2018-09-19 13:33,1,1,hunter
CLBF-002-014,2018-09-19 14:37,1,1,hunter
CLBF-002-014,2018-09-21 10:11,1,1,hunter
CLBF-002-014,2018-09-21 10:14,1,1,hunter
CLBF-002-014,2018-09-21 10:24,1,1,hunter
CLBF-002-014,2018-09-21 10:27,1,1,hunter
CLBF-002-014,2018-09-21 10:42,1,1,hunter
CLBF-002-014,2018-09-21 19:19,1,2,hunters
CLBF-002-014,2018-09-22 6:50,1,1,hunter
CLBF-002-014,2018-09-22 7:11,1,1,hunter
CLBF-002-014,2018-09-22 8:46,1,1,hunter
CLBF-002-014,2018-09-22 8:50,1,1,hunter
CLBF-002-014,2018-09-22 9:06,1,1,hunter
CLBF-002-014,2018-09-22 10:45,1,1,hunter
CLBF-002-014,2018-09-22 11:33,1,2,hunters
CLBF-002-014,2018-09-22 14:02,1,2,hunters
CLBF-002-014,2018-09-22 21:52,1,2,hunters
CLBF-002-014,2018-09-24 7:23,1,1,hunter
CLBF-002-014,2018-09-24 9:21,1,1,hunter
CLBF-002-014,2018-09-24 10:05,1,1,hunter
CLBF-002-014,2018-09-24 11:11,1,1,hunter
CLBF-002-014,2018-09-25 12:50,1,1,hunter
CLBF-002-014,2018-09-25 14:09,1,1,hunter
CLBF-002-014,2018-09-25 15:23,1,1,hunter
CLBF-002-014,2018-09-25 21:32,1,1,hunter
CLBF-002-014,2018-09-26 1:06,1,2,hunters
CLBF-002-014,2018-09-26 2:27,1,3,hunters
CLBF-002-014,2018-09-27 6:08,1,1,hunter
CLBF-002-014,2018-09-28 15:06,1,1,hunter
CLBF-002-014,2018-09-28 19:47,1,1,hunter
CLBF-002-014,2018-09-29 16:11,1,1,hunter
CLBF-002-014,2018-09-29 16:41,1,1,hunter
CLBF-002-014,2018-09-30 15:47,1,4,hunters
CLBF-002-014,2018-09-30 20:23,1,2,hunters
CLBF-002-014,2018-10-02 15:49,1,1,hunter
CLBF-002-014,2018-10-04 11:46,1,1,hunter
CLBF-002-014,2018-10-04 12:08,1,1,hunter
CLBF-002-014,2018-10-04 16:43,1,1,hunter
CLBF-002-014,2018-10-04 18:32,1,2,hunters
CLBF-002-014,2018-10-05 16:25,1,1,hunter
CLBF-002-014,2018-10-05 17:55,1,1,hunter
CLBF-002-014,2018-10-06 7:07,1,1,hunter
CLBF-002-014,2018-10-06 10:33,1,1,hunter
CLBF-002-014,2018-10-06 11:42,1,1,hunter
CLBF-002-014,2018-10-06 12:54,1,1,hunter
CLBF-002-014,2018-10-06 13:02,1,2,hunters
CLBF-002-014,2018-10-07 10:13,1,1,hunter
CLBF-002-014,2018-10-08 9:16,1,1,hunter
CLBF-002-014,2018-10-08 9:36,1,1,hunter
CLBF-002-014,2018-10-08 9:41,1,1,hunter
CLBF-002-014,2018-10-08 10:12,1,1,hunter
CLBF-002-014,2018-10-08 11:10,1,1,hunter
CLBF-002-014,2018-10-09 14:20,1,1,hunter
CLBF-002-014,2018-10-09 16:07,1,2,hunters
CLBF-002-014,2018-10-10 6:37,1,1,hunter
CLBF-002-014,2018-10-10 14:41,1,1,hunter
CLBF-002-014,2018-10-13 11:24,1,1,hunter
CLBF-002-014,2018-10-15 7:28,1,1,hunter
CLBF-002-014,2018-10-15 15:32,1,1,hunter
CLBF-002-014,2018-10-15 15:57,1,1,hunter
CLBF-002-014,2018-10-16 10:41,1,1,hunter
CLBF-002-014,2018-10-16 11:35,1,1,hunter
CLBF-002-014,2018-10-16 13:29,1,1,hunter
CLBF-002-014,2018-10-16 15:01,1,1,hunter
CLBF-002-014,2018-10-16 15:34,1,1,hunter
CLBF-002-014,2018-10-16 18:12,1,1,hunter
CLBF-002-014,2018-10-16 18:16,1,2,hunters
CLBF-002-014,2018-10-18 9:37,1,1,hunter
CLBF-002-014,2018-10-18 11:41,1,1,hunter
CLBF-002-014,2018-10-19 9:58,1,1,hunter
CLBF-002-014,2018-10-19 12:11,1,2,hunters
CLBF-002-014,2018-10-19 17:20,1,1,hunter
CLBF-002-014,2018-10-20 7:00,1,2,hunters
CLBF-002-014,2018-10-20 10:44,1,1,hunter
CLBF-002-014,2018-10-20 12:21,1,1,hunter
CLBF-002-014,2018-10-24 14:06,1,1,hunter
CLBF-002-014,2018-10-26 15:17,1,1,hunter
CLBF-002-014,2018-10-26 17:50,1,1,hunter
CLBF-002-014,2018-10-27 10:29,1,1,hunter
CLBF-002-014,2018-10-27 11:40,1,1,hunter
CLBF-002-014,2018-10-29 15:30,1,1,hunter
CLBF-002-014,2018-10-31 13:44,1,1,hunter
CLBF-002-014,2018-11-01 5:24,1,1,hunter
CLBF-002-014,2018-11-01 6:06,1,2,hunters
CLBF-002-014,2018-11-01 8:21,1,1,hunter
CLBF-002-014,2018-11-01 8:40,1,1,hunter
CLBF-002-014,2018-11-02 5:36,1,2,hunters
CLBF-002-014,2018-11-02 6:15,1,1,hunter
CLBF-002-014,2018-11-02 6:24,1,1,hunter
CLBF-002-014,2018-11-02 9:56,1,1,hunter
CLBF-002-014,2018-11-02 11:32,1,1,hunter
CLBF-002-014,2018-11-02 13:36,1,2,hunters
CLBF-002-014,2018-11-03 7:03,1,1,hunter
CLBF-002-014,2018-11-03 10:31,1,1,hunter
CLBF-002-014,2018-11-03 12:45,1,1,hunter
CLBF-002-014,2018-11-03 12:56,1,1,hunter
CLBF-002-014,2018-11-03 13:03,1,1,hunter
CLBF-002-014,2018-11-03 13:24,1,1,hunter
CLBF-002-014,2018-11-03 15:11,1,1,hunter
CLBF-002-014,2018-11-03 15:44,1,1,hunter
CLBF-002-014,2018-11-05 5:56,1,1,hunter
CLBF-002-014,2018-11-05 6:46,1,1,hunter
CLBF-002-014,2018-11-05 9:22,1,1,hunter
CLBF-002-014,2018-11-05 11:03,1,1,hunter
CLBF-002-014,2018-11-05 17:06,1,1,hunter
CLBF-002-014,2018-11-07 16:03,1,1,hunter
CLBF-002-014,2018-11-08 10:14,1,1,hunter
CLBF-002-014,2018-11-08 15:11,1,1,hunter
CLBF-002-014,2018-11-08 15:40,1,1,hunter
CLBF-002-014,2018-11-09 6:06,1,1,hunter
CLBF-002-014,2018-11-09 8:18,1,1,hunter
CLBF-002-014,2018-11-09 17:15,1,1,hunter
CLBF-002-014,2018-11-09 17:53,1,1,hunter
CLBF-002-014,2018-11-10 7:54,1,1,hunter
CLBF-002-014,2018-11-10 8:12,1,2,hunters
CLBF-002-014,2018-11-10 14:00,1,2,hunters
CLBF-002-014,2018-11-10 15:27,1,1,hunter
CLBF-002-014,2018-11-10 17:13,1,1,hunter
CLBF-002-014,2018-11-12 7:14,1,1,hunter
CLBF-002-014,2018-11-12 8:50,1,1,hunter
CLBF-002-014,2018-11-12 9:15,1,1,hunter
CLBF-002-014,2018-11-12 10:14,1,1,hunter
CLBF-002-014,2018-11-12 10:30,1,1,hunter
CLBF-002-014,2018-11-12 13:00,1,1,hunter
CLBF-002-014,2018-11-12 13:04,1,1,hunter
CLBF-002-014,2018-11-12 15:07,1,1,hunter
CLBF-002-014,2018-11-12 16:12,1,1,hunter
CLBF-002-014,2018-11-12 17:01,1,1,hunter
CLBF-002-014,2018-11-12 18:19,1,1,hunter
CLBF-002-014,2018-11-12 22:42,1,1,hunter
CLBF-002-014,2018-11-13 8:10,1,1,hunter
CLBF-002-014,2018-11-13 18:16,1,1,hunter
CLBF-002-014,2018-11-14 7:18,1,1,hunter
CLBF-002-014,2018-11-14 8:53,1,1,hunter
CLBF-002-014,2018-11-14 10:16,1,1,hunter
CLBF-002-014,2018-11-14 12:59,1,1,hunter
CLBF-002-014,2018-11-14 18:45,1,1,hunter
CLBF-002-014,2018-11-15 6:26,1,1,hunter
CLBF-002-014,2018-11-15 7:29,1,1,hunter
CLBF-002-014,2018-11-15 7:51,1,2,hunters
CLBF-002-014,2018-11-15 12:50,1,1,hunter
CLBF-002-014,2018-11-15 15:41,1,1,hunter
CLBF-002-014,2018-11-15 15:59,1,2,hunters
CLBF-002-014,2018-11-15 18:50,1,1,hunter
CLBF-002-014,2018-11-16 15:00,1,1,hunter
CLBF-002-014,2018-11-16 16:16,1,1,hunter
CLBF-002-014,2018-11-16 17:51,1,1,hunter
CLBF-002-014,2018-11-16 19:04,1,1,hunter
CLBF-002-014,2018-11-16 22:17,1,1,hunter
CLBF-002-014,2018-11-17 6:24,1,2,hunters
CLBF-002-014,2018-11-17 6:31,1,1,hunter
CLBF-002-014,2018-11-17 7:30,1,1,hunter
CLBF-002-014,2018-11-17 7:57,1,1,hunter
CLBF-002-014,2018-11-17 8:06,1,1,hunter
CLBF-002-014,2018-11-17 8:16,1,3,hunters
CLBF-002-014,2018-11-17 8:45,1,1,hunter
CLBF-002-014,2018-11-17 9:14,1,1,hunter
CLBF-002-014,2018-11-17 10:00,1,1,hunter
CLBF-002-014,2018-11-17 10:17,1,1,hunter
CLBF-002-014,2018-11-17 12:29,1,1,hunter
CLBF-002-014,2018-11-17 12:52,1,1,hunter
CLBF-002-014,2018-11-17 13:15,1,1,hunter
CLBF-002-014,2018-11-17 14:04,1,1,hunter
CLBF-002-014,2018-11-17 16:24,1,1,hunter
CLBF-002-014,2018-11-17 17:11,1,1,hunter
CLBF-002-014,2018-11-17 17:51,1,1,hunter
CLBF-002-014,2018-11-17 19:21,1,1,hunter
CLBF-002-014,2018-11-17 19:37,1,1,hunter
CLBF-002-014,2018-11-20 10:10,1,1,hunter
CLBF-002-014,2018-11-22 5:28,1,2,hunters
CLBF-002-014,2018-11-22 16:51,1,1,hunter
CLBF-002-014,2018-11-23 6:09,1,1,hunter
CLBF-002-014,2018-11-23 7:57,1,1,hunter
CLBF-002-014,2018-11-23 10:53,1,1,hunter
CLBF-002-014,2018-11-23 12:50,1,1,hunter
CLBF-002-014,2018-11-23 14:32,1,1,hunter
CLBF-002-014,2018-11-23 18:32,1,2,hunters
CLBF-002-014,2018-11-24 7:39,1,1,hunter
CLBF-002-014,2018-11-24 8:49,1,1,hunter
CLBF-002-014,2018-11-24 9:23,1,2,hunters
CLBF-002-014,2018-11-24 10:38,1,1,hunter
CLBF-002-014,2018-11-24 11:38,1,1,hunter
CLBF-002-014,2018-11-24 13:31,1,1,hunter
CLBF-002-014,2018-11-26 9:15,1,1,hunter
CLBF-002-014,2018-11-26 14:38,1,2,hunters
CLBF-002-014,2018-11-26 16:59,1,1,hunter
CLBF-002-014,2018-11-27 16:44,1,1,hunter
CLBF-002-015,2018-09-08 5:28,1,4,hunters
CLBF-002-015,2018-09-08 8:53,1,1,hunter
CLBF-002-015,2018-09-14 13:56,1,1,hunter
CLBF-002-015,2018-09-25 16:36,1,1,hunter
CLBF-002-015,2018-09-28 14:06,1,2,hunters
CLBF-002-015,2018-09-28 14:35,1,1,hunter
CLBF-002-015,2018-09-28 17:34,1,2,hunters
CLBF-002-015,2018-09-28 18:14,1,2,hunters
CLBF-002-015,2018-09-29 6:38,1,1,hunter
CLBF-002-015,2018-09-29 14:47,1,3,hunters
CLBF-002-015,2018-09-29 16:26,1,1,hunter
CLBF-002-015,2018-09-29 17:53,1,1,hunter
CLBF-002-015,2018-10-02 13:23,1,1,hunter
CLBF-002-015,2018-10-03 8:03,1,1,hunter
CLBF-002-015,2018-10-03 9:30,1,1,hunter
CLBF-002-015,2018-10-03 9:56,1,1,hunter
CLBF-002-015,2018-10-03 16:44,1,1,hunter
CLBF-002-015,2018-10-03 20:48,1,1,hunter
CLBF-002-015,2018-10-06 13:29,1,1,hunter
CLBF-002-015,2018-10-06 16:02,1,2,hunters
CLBF-002-015,2018-10-06 17:12,1,1,hunter
CLBF-002-015,2018-10-12 14:47,1,1,hunter
CLBF-002-015,2018-10-15 15:05,1,1,hunter
CLBF-002-015,2018-10-16 8:31,1,1,hunter
CLBF-002-015,2018-10-16 8:39,1,1,hunter
CLBF-002-015,2018-10-19 12:52,1,1,hunter
CLBF-002-015,2018-10-20 12:10,1,2,hunters
CLBF-002-015,2018-10-20 12:37,1,2,hunters
CLBF-002-015,2018-10-20 13:00,1,1,hunter
CLBF-002-015,2018-10-20 14:18,1,2,hunters
CLBF-002-015,2018-10-20 15:06,1,1,hunter
CLBF-002-015,2018-10-23 6:39,1,1,hunter
CLBF-002-015,2018-10-23 8:03,1,1,hunter
CLBF-002-015,2018-10-23 8:12,1,1,hunter
CLBF-002-015,2018-10-23 9:00,1,1,hunter
CLBF-002-015,2018-10-23 9:12,1,1,hunter
CLBF-002-015,2018-10-23 9:26,1,1,hunter
CLBF-002-015,2018-10-23 9:30,1,1,hunter
CLBF-002-015,2018-10-23 9:35,1,1,hunter
CLBF-002-015,2018-10-23 9:37,1,1,hunter
CLBF-002-015,2018-10-23 12:09,1,1,hunter
CLBF-002-015,2018-10-25 16:55,1,1,hunter
CLBF-002-015,2018-10-27 13:26,1,5,hunters
CLBF-002-015,2018-11-02 10:54,1,1,hunter
CLBF-002-015,2018-11-05 9:42,1,1,hunter
CLBF-002-015,2018-11-06 9:41,1,2,hunters
CLBF-002-015,2018-11-06 9:52,1,1,hunter
CLBF-002-015,2018-11-12 9:18,1,1,hunter
CLBF-002-015,2018-11-14 6:50,1,2,hunters
CLBF-002-015,2018-11-14 11:23,1,1,hunter
CLBF-002-015,2018-11-14 13:31,1,1,hunter
CLBF-002-015,2018-11-14 13:52,1,1,hunter
CLBF-002-015,2018-11-14 15:06,1,1,hunter
CLBF-002-015,2018-11-15 6:57,1,1,hunter
CLBF-002-015,2018-11-21 7:00,1,1,hunter
CLBF-002-015,2018-11-21 11:48,1,1,hunter
CLBF-002-015,2018-11-21 12:28,1,1,hunter
CLBF-002-015,2018-11-21 12:30,1,1,hunter
CLBF-002-018,2018-09-08 5:32,1,1,hunter
CLBF-002-018,2018-09-08 12:38,1,1,hunter
CLBF-002-018,2018-09-10 16:46,1,1,hunter
CLBF-002-018,2018-09-14 6:07,1,1,hunter
CLBF-002-018,2018-09-14 10:21,1,1,hunter
CLBF-002-018,2018-09-19 12:47,1,1,hunter
CLBF-002-018,2018-09-19 15:03,1,1,hunter
CLBF-002-018,2018-09-19 15:35,1,1,hunter
CLBF-002-018,2018-09-19 18:41,1,1,hunter
CLBF-002-018,2018-09-21 16:13,1,1,hunter
CLBF-002-018,2018-09-25 17:47,1,1,hunter
CLBF-002-018,2018-09-26 7:29,1,1,hunter
CLBF-002-018,2018-09-26 10:32,1,1,hunter
CLBF-002-018,2018-09-26 14:18,1,1,hunter
CLBF-002-018,2018-09-26 18:28,1,1,hunter
CLBF-002-018,2018-10-02 16:53,1,1,hunter
CLBF-002-018,2018-10-02 18:11,1,1,hunter
CLBF-002-018,2018-10-02 18:14,1,1,hunter
CLBF-002-018,2018-10-02 18:39,1,1,hunter
CLBF-002-018,2018-10-04 15:31,1,1,hunter
CLBF-002-018,2018-10-06 8:44,1,1,hunter
CLBF-002-018,2018-10-06 9:39,1,1,hunter
CLBF-002-018,2018-10-06 13:08,1,1,hunter
CLBF-002-018,2018-10-06 14:55,1,1,hunter
CLBF-002-018,2018-10-06 18:22,1,1,hunter
CLBF-002-018,2018-10-13 14:15,1,1,hunter
CLBF-002-018,2018-10-13 15:06,1,1,hunter
CLBF-002-018,2018-10-15 16:37,1,1,hunter
CLBF-002-018,2018-10-15 16:40,1,1,hunter
CLBF-002-018,2018-10-15 18:24,1,1,hunter
CLBF-002-018,2018-10-17 10:45,1,1,hunter
CLBF-002-018,2018-10-17 12:26,1,1,hunter
CLBF-002-018,2018-10-17 12:57,1,1,hunter
CLBF-002-018,2018-10-17 14:17,1,1,hunter
CLBF-002-018,2018-10-18 6:52,1,1,hunter
CLBF-002-018,2018-10-18 8:31,1,1,hunter
CLBF-002-018,2018-10-18 8:55,1,1,hunter
CLBF-002-018,2018-10-18 11:34,1,1,hunter
CLBF-002-018,2018-10-18 16:24,1,1,hunter
CLBF-002-018,2018-10-18 17:48,1,1,hunter
CLBF-002-018,2018-10-19 7:31,1,1,hunter
CLBF-002-018,2018-10-19 8:31,1,1,hunter
CLBF-002-018,2018-10-19 14:17,1,1,hunter
CLBF-002-018,2018-10-19 15:20,1,1,hunter
CLBF-002-018,2018-10-20 9:35,1,1,hunter
CLBF-002-018,2018-10-20 9:59,1,1,hunter
CLBF-002-018,2018-10-20 13:02,1,1,one hunter
CLBF-002-018,2018-10-20 13:22,1,1,hunter
CLBF-002-018,2018-10-22 6:40,1,1,hunter
CLBF-002-018,2018-10-22 7:42,1,1,hunter
CLBF-002-018,2018-10-24 8:26,1,1,hunter
CLBF-002-018,2018-10-24 11:03,1,1,hunter
CLBF-002-018,2018-10-27 12:12,1,1,hunter
CLBF-002-018,2018-10-27 13:18,1,1,hunter
CLBF-002-018,2018-10-29 6:54,1,1,hunter
CLBF-002-018,2018-10-29 9:21,1,1,hunter
CLBF-002-018,2018-10-29 13:19,1,1,hunter
CLBF-002-018,2018-10-29 13:35,1,1,hunter
CLBF-002-018,2018-10-29 16:54,1,2,hunters
CLBF-002-018,2018-10-29 17:06,1,1,hunter
CLBF-002-018,2018-10-29 17:37,1,2,hunters
CLBF-002-018,2018-10-29 18:13,1,1,hunter
CLBF-002-018,2018-10-31 7:30,1,1,hunter
CLBF-002-018,2018-10-31 11:42,1,1,hunter
CLBF-002-018,2018-11-01 9:31,1,1,hunter
CLBF-002-018,2018-11-01 12:19,1,1,hunter
CLBF-002-018,2018-11-06 9:32,1,1,hunter
CLBF-002-018,2018-11-06 15:32,1,1,hunter
CLBF-002-018,2018-11-06 16:03,1,1,hunter
CLBF-002-018,2018-11-06 16:34,1,1,hunter
CLBF-002-018,2018-11-08 5:56,1,1,hunter
CLBF-002-018,2018-11-08 13:02,1,1,hunter
CLBF-002-018,2018-11-10 7:17,1,1,hunter
CLBF-002-018,2018-11-10 7:30,1,1,hunter
CLBF-002-018,2018-11-10 7:36,1,1,hunter
CLBF-002-018,2018-11-10 16:04,1,1,hunter
CLBF-002-018,2018-11-10 17:29,1,1,hunter
CLBF-002-018,2018-11-10 17:38,1,2,hunters
CLBF-002-018,2018-11-12 12:33,1,1,hunter
CLBF-002-018,2018-11-12 14:20,1,1,hunter
CLBF-002-018,2018-11-12 15:39,1,1,hunter
CLBF-002-018,2018-11-12 16:02,1,1,hunter
CLBF-002-018,2018-11-13 8:37,1,1,hunter
CLBF-002-018,2018-11-13 12:25,1,1,hunter
CLBF-002-018,2018-11-22 9:21,1,1,hunter
CLBF-002-018,2018-11-24 11:13,1,1,hunter
CLBF-002-018,2018-11-24 11:31,1,1,hunter
CLBF-002-018,2018-11-28 14:28,1,1,hunter
CLBF-002-018,2018-11-28 16:47,1,1,hunter
CLBF-002-018,2018-11-30 14:26,1,1,hunter
CLBF-002-019,2018-09-04 7:36,1,1,hunter
CLBF-002-019,2018-09-04 12:05,1,2,hunters
CLBF-002-019,2018-09-04 14:04,1,2,hunters
CLBF-002-019,2018-09-07 9:29,1,1,hunter
CLBF-002-019,2018-09-07 14:31,1,1,hunter
CLBF-002-019,2018-09-08 10:47,1,1,hunter
CLBF-002-019,2018-09-08 12:56,1,2,hunters
CLBF-002-019,2018-09-10 16:00,1,1,hunter
CLBF-002-019,2018-09-10 18:04,1,1,hunter
CLBF-002-019,2018-09-11 17:15,1,1,hunter
CLBF-002-019,2018-09-12 16:38,1,1,hunter
CLBF-002-019,2018-09-12 19:05,1,1,hunter
CLBF-002-019,2018-09-13 9:03,1,1,hunter
CLBF-002-019,2018-09-13 12:18,1,2,hunters
CLBF-002-019,2018-09-13 16:56,1,1,hunter
CLBF-002-019,2018-09-13 19:01,1,1,hunter
CLBF-002-019,2018-09-14 16:08,1,1,hunter
CLBF-002-019,2018-09-14 18:54,1,1,hunter
CLBF-002-019,2018-09-15 14:09,1,1,hunter
CLBF-002-019,2018-09-15 15:22,1,1,hunter
CLBF-002-019,2018-09-19 9:33,1,1,hunter
CLBF-002-019,2018-09-19 12:13,1,2,hunters
CLBF-002-019,2018-09-20 11:56,1,1,hunter
CLBF-002-019,2018-09-20 17:22,1,1,hunter
CLBF-002-019,2018-09-20 17:40,1,1,hunter
CLBF-002-019,2018-09-20 18:48,1,1,hunter
CLBF-002-019,2018-09-20 19:12,1,2,hunters
CLBF-002-019,2018-09-22 5:40,1,2,hunters
CLBF-002-019,2018-09-22 6:47,1,1,hunter
CLBF-002-019,2018-09-24 17:01,1,1,hunter
CLBF-002-019,2018-09-24 18:32,1,1,hunter
CLBF-002-019,2018-09-25 8:44,1,1,hunter
CLBF-002-019,2018-09-27 15:58,1,1,hunter
CLBF-002-019,2018-09-27 18:21,1,2,hunters
CLBF-002-019,2018-09-28 4:41,1,1,hunter
CLBF-002-019,2018-09-28 11:14,1,1,hunter
CLBF-002-019,2018-09-28 13:35,1,1,hunter
CLBF-002-019,2018-09-28 15:18,1,1,hunter
CLBF-002-019,2018-09-28 16:49,1,1,hunter
CLBF-002-019,2018-09-28 18:03,1,1,hunter
CLBF-002-019,2018-09-28 20:33,1,2,hunters
CLBF-002-019,2018-09-29 13:09,1,1,hunter
CLBF-002-019,2018-09-29 16:09,1,1,hunter
CLBF-002-019,2018-09-29 16:35,1,1,hunter
CLBF-002-019,2018-09-29 16:40,1,1,hunter
CLBF-002-019,2018-09-29 16:43,1,1,hunter
CLBF-002-019,2018-09-29 18:18,1,1,hunter
CLBF-002-019,2018-10-04 13:35,1,1,hunter
CLBF-002-019,2018-10-05 15:26,1,1,hunter
CLBF-002-019,2018-10-05 18:20,1,2,hunters
CLBF-002-019,2018-10-08 6:57,1,1,hunter
CLBF-002-019,2018-10-08 17:16,1,1,hunter
CLBF-002-019,2018-10-10 12:49,1,1,hunter
CLBF-002-019,2018-10-10 14:59,1,1,hunter
CLBF-002-019,2018-10-13 9:43,1,1,hunter
CLBF-002-019,2018-10-13 12:35,1,2,hunters
CLBF-002-019,2018-10-15 6:42,1,1,hunter
CLBF-002-019,2018-10-15 9:16,1,1,hunter
CLBF-002-019,2018-10-15 11:34,1,1,hunter
CLBF-002-019,2018-10-15 11:54,1,1,hunter
CLBF-002-019,2018-10-15 14:22,1,1,hunter
CLBF-002-019,2018-10-15 18:48,1,1,hunter
CLBF-002-019,2018-10-16 16:12,1,1,hunter
CLBF-002-019,2018-10-17 5:53,1,1,hunter
CLBF-002-019,2018-10-17 6:30,1,1,hunter
CLBF-002-019,2018-10-17 7:31,1,1,hunter
CLBF-002-019,2018-10-17 10:51,1,1,hunter
CLBF-002-019,2018-10-17 16:05,1,1,hunter
CLBF-002-019,2018-10-17 16:18,1,1,hunter
CLBF-002-019,2018-10-17 17:59,1,1,hunter
CLBF-002-019,2018-10-17 18:09,1,1,hunter
CLBF-002-019,2018-10-18 5:09,1,1,hunter
CLBF-002-019,2018-10-18 13:12,1,1,hunter
CLBF-002-019,2018-10-18 15:49,1,1,hunter
CLBF-002-019,2018-10-18 17:17,1,1,hunter
CLBF-002-019,2018-10-19 4:52,1,1,hunter
CLBF-002-019,2018-10-19 5:11,1,1,hunter
CLBF-002-019,2018-10-19 10:39,1,1,hunter
CLBF-002-019,2018-10-19 11:22,1,1,hunter
CLBF-002-019,2018-10-19 14:06,1,1,hunter
CLBF-002-019,2018-10-19 14:24,1,1,hunter
CLBF-002-019,2018-10-19 16:23,1,1,hunter
CLBF-002-019,2018-10-19 17:08,1,1,hunter
CLBF-002-019,2018-10-19 17:37,1,1,hunter
CLBF-002-019,2018-10-19 17:54,1,1,hunter
CLBF-002-019,2018-10-20 11:17,1,1,hunter
CLBF-002-019,2018-10-20 13:46,1,1,hunter
CLBF-002-019,2018-10-20 15:27,1,1,hunter
CLBF-002-019,2018-10-20 15:57,1,2,hunters
CLBF-002-019,2018-10-22 7:54,1,1,hunter
CLBF-002-019,2018-10-22 9:49,1,1,hunter
CLBF-002-019,2018-10-22 10:30,1,1,hunter
CLBF-002-019,2018-10-22 10:35,1,1,hunter
CLBF-002-019,2018-10-22 13:30,1,2,hunters
CLBF-002-019,2018-10-22 14:44,1,1,hunter
CLBF-002-019,2018-10-23 10:40,1,1,hunter
CLBF-002-019,2018-10-23 12:28,1,1,hunter
CLBF-002-019,2018-10-23 12:31,1,1,hunter
CLBF-002-019,2018-10-23 16:12,1,1,hunter
CLBF-002-019,2018-10-23 19:17,1,2,hunters
CLBF-002-019,2018-10-25 9:43,1,1,hunter
CLBF-002-019,2018-10-25 12:09,1,1,hunter
CLBF-002-019,2018-10-26 15:17,1,1,hunter
CLBF-002-019,2018-10-26 19:00,1,2,hunters
CLBF-002-019,2018-10-27 6:57,1,1,hunter
CLBF-002-019,2018-10-27 7:14,1,1,hunter
CLBF-002-019,2018-10-27 7:41,1,1,hunter
