Station,Gunshots,Julian,Hours,Distance,Weekday,Major
CLBF-001-071,0,261,13.35805556,2958,Tuesday,BlackfootStagingArea
CLBF-001-072,0,261,13.35805556,2566,Tuesday,BlackfootStagingArea
CLBF-001-076,0,261,13.35805556,2077,Tuesday,BlackfootStagingArea
CLBF-001-077,0,261,13.35805556,2388,Tuesday,BlackfootStagingArea
CLBF-001-078,0,261,13.49856222,2164,Tuesday,BlackfootStagingArea
CLBF-001-079,0,261,13.35805556,1603,Tuesday,BlackfootStagingArea
CLBF-001-080,0,261,13.35805556,2240,Tuesday,BlackfootStagingArea
CLBF-001-082,0,261,13.35805556,1196,Tuesday,BlackfootStagingArea
CLBF-001-083,0,261,13.35805556,1605,Tuesday,BlackfootStagingArea
CLBF-001-084,0,261,13.35805556,1598,Tuesday,BlackfootStagingArea
CLBF-001-085,0,261,13.35805556,1515,Tuesday,BlackfootStagingArea
CLBF-001-086,0,261,13.35805556,661,Tuesday,BlackfootStagingArea
CLBF-001-087,0,261,13.35805556,1355,Tuesday,BlackfootStagingArea
CLBF-001-088,0,261,13.35805556,475,Tuesday,BlackfootStagingArea
CLBF-001-089,0,261,13.35805556,1188,Tuesday,BlackfootStagingArea
CLBF-001-090,0,261,13.35805556,613,Tuesday,BlackfootStagingArea
CLBF-001-091,0,261,13.35805556,1434,Tuesday,BlackfootStagingArea
CLBF-001-092,0,261,13.35805556,541,Tuesday,BlackfootStagingArea
CLBF-001-093,0,261,13.35805556,683,Tuesday,BlackfootStagingArea
CLBF-001-096,0,261,13.35805556,1263,Tuesday,CentralStagingArea
CLBF-001-097,0,261,13.49993778,827,Tuesday,CentralStagingArea
CLBF-001-098,0,261,13.35805556,1236,Tuesday,CentralStagingArea
CLBF-001-008,0,262,13.42911111,1039,Wednesday,IsletLakeStagingArea
CLBF-001-011,0,262,13.29361111,1472,Wednesday,CentralStagingArea
CLBF-001-012,1,262,13.29361111,887,Wednesday,WaskaheganStagingArea
CLBF-001-015,0,262,13.29361111,1867,Wednesday,CentralStagingArea
CLBF-001-020,0,262,13.29361111,2638,Wednesday,CentralStagingArea
CLBF-001-021,0,262,13.29361111,887,Wednesday,CentralStagingArea
CLBF-001-022,0,262,13.29361111,372,Wednesday,WaskaheganStagingArea
CLBF-001-025,0,262,13.42993778,311,Wednesday,CentralStagingArea
CLBF-001-028,0,262,1.677222222,1293,Wednesday,WaskaheganStagingArea
CLBF-001-030,0,262,13.42994667,2716,Wednesday,CentralStagingArea
CLBF-001-031,0,262,13.29361111,1179,Wednesday,CentralStagingArea
CLBF-001-033,0,262,13.29361111,488,Wednesday,WaskaheganStagingArea
CLBF-001-034,0,262,13.29361111,1244,Wednesday,WaskaheganStagingArea
CLBF-001-037,0,262,13.29361111,3780,Wednesday,CentralStagingArea
CLBF-001-039,0,262,13.29361111,1305,Wednesday,CentralStagingArea
CLBF-001-043,0,262,13.43021556,3359,Wednesday,WaskaheganStagingArea
CLBF-001-045,0,262,13.29361111,3140,Wednesday,CentralStagingArea
CLBF-001-049,0,262,13.29361111,262,Wednesday,WaskaheganStagingArea
CLBF-001-050,0,262,13.29361111,4090,Wednesday,CentralStagingArea
CLBF-001-051,0,262,13.29361111,2302,Wednesday,CentralStagingArea
CLBF-001-053,0,262,13.29361111,817,Wednesday,WaskaheganStagingArea
CLBF-001-054,1,262,13.43049778,2528,Wednesday,WaskaheganStagingArea
CLBF-001-056,0,262,13.42994667,5150,Wednesday,CentralStagingArea
CLBF-001-057,0,262,13.29361111,3885,Wednesday,CentralStagingArea
CLBF-001-060,0,262,13.29361111,619,Wednesday,WaskaheganStagingArea
CLBF-001-061,0,262,13.29361111,1749,Wednesday,WaskaheganStagingArea
CLBF-001-066,0,262,13.29361111,3118,Wednesday,BlackfootStagingArea
CLBF-001-067,0,262,13.29361111,1508,Wednesday,WaskaheganStagingArea
CLBF-001-068,0,262,13.29361111,2809,Wednesday,WaskaheganStagingArea
CLBF-001-073,1,262,13.29361111,546,Wednesday,WaskaheganStagingArea
CLBF-001-078,0,262,13.42662889,2164,Wednesday,BlackfootStagingArea
CLBF-001-097,0,262,13.42993778,827,Wednesday,CentralStagingArea
CLBF-001-001,0,263,13.22333333,172,Thursday,IsletLakeStagingArea
CLBF-001-002,0,263,13.22333333,670,Thursday,IsletLakeStagingArea
CLBF-001-003,0,263,13.22333333,1159,Thursday,IsletLakeStagingArea
CLBF-001-005,0,263,13.22333333,681,Thursday,IsletLakeStagingArea
CLBF-001-006,0,263,13.22333333,1413,Thursday,IsletLakeStagingArea
CLBF-001-007,0,263,13.22333333,1014,Thursday,IsletLakeStagingArea
CLBF-001-008,0,263,13.35966889,1039,Thursday,IsletLakeStagingArea
CLBF-001-010,0,263,13.22333333,1646,Thursday,IsletLakeStagingArea
CLBF-001-013,0,263,13.22333333,1590,Thursday,IsletLakeStagingArea
CLBF-001-014,0,263,13.22333333,2332,Thursday,IsletLakeStagingArea
CLBF-001-016,0,263,13.22333333,669,Thursday,CentralStagingArea
CLBF-001-018,0,263,13.22333333,1810,Thursday,IsletLakeStagingArea
CLBF-001-019,0,263,13.22333333,2424,Thursday,IsletLakeStagingArea
CLBF-001-023,0,263,13.22333333,1831,Thursday,WaskaheganStagingArea
CLBF-001-024,0,263,13.22333333,2564,Thursday,IsletLakeStagingArea
CLBF-001-025,0,263,13.35966,311,Thursday,CentralStagingArea
CLBF-001-026,0,263,13.22333333,1743,Thursday,CentralStagingArea
CLBF-001-027,0,263,13.22333333,904,Thursday,WaskaheganStagingArea
CLBF-001-028,0,263,0.05,1293,Thursday,WaskaheganStagingArea
CLBF-001-029,0,263,13.22333333,3306,Thursday,IsletLakeStagingArea
CLBF-001-030,0,263,13.35994444,2716,Thursday,CentralStagingArea
CLBF-001-032,0,263,13.22333333,1176,Thursday,CentralStagingArea
CLBF-001-035,0,263,13.22333333,2243,Thursday,WaskaheganStagingArea
CLBF-001-036,0,263,13.22333333,3555,Thursday,IsletLakeStagingArea
CLBF-001-038,0,263,13.22333333,2220,Thursday,CentralStagingArea
CLBF-001-040,0,263,13.22333333,2161,Thursday,CentralStagingArea
CLBF-001-041,0,263,13.22333333,1093,Thursday,WaskaheganStagingArea
CLBF-001-042,0,263,13.22333333,2074,Thursday,WaskaheganStagingArea
CLBF-001-043,0,263,0.176106667,3359,Thursday,WaskaheganStagingArea
CLBF-001-044,0,263,13.22333333,4215,Thursday,CentralStagingArea
CLBF-001-047,0,263,13.22333333,1995,Thursday,CentralStagingArea
CLBF-001-048,0,263,13.22333333,1365,Thursday,CentralStagingArea
CLBF-001-052,0,263,13.22333333,506,Thursday,CentralStagingArea
CLBF-001-054,0,263,13.36022,2528,Thursday,WaskaheganStagingArea
CLBF-001-055,0,263,13.22333333,3983,Thursday,WaskaheganStagingArea
CLBF-001-056,0,263,13.35966889,5150,Thursday,CentralStagingArea
CLBF-001-058,0,263,13.22333333,2928,Thursday,CentralStagingArea
CLBF-001-059,0,263,13.22333333,1462,Thursday,CentralStagingArea
CLBF-001-062,0,263,13.22333333,3530,Thursday,WaskaheganStagingArea
CLBF-001-064,0,263,13.22333333,4780,Thursday,CentralStagingArea
CLBF-001-065,0,263,13.22333333,3749,Thursday,CentralStagingArea
CLBF-001-069,0,263,13.22333333,5526,Thursday,BlackfootStagingArea
CLBF-001-070,0,263,13.22333333,4045,Thursday,BlackfootStagingArea
CLBF-001-071,0,263,13.22333333,2958,Thursday,BlackfootStagingArea
CLBF-001-072,0,263,13.22333333,2566,Thursday,BlackfootStagingArea
CLBF-001-076,0,263,13.22333333,2077,Thursday,BlackfootStagingArea
CLBF-001-077,0,263,13.22333333,2388,Thursday,BlackfootStagingArea
CLBF-001-078,0,263,13.35718222,2164,Thursday,BlackfootStagingArea
CLBF-001-079,0,263,13.22333333,1603,Thursday,BlackfootStagingArea
CLBF-001-080,0,263,13.22333333,2240,Thursday,BlackfootStagingArea
CLBF-001-082,0,263,13.22333333,1196,Thursday,BlackfootStagingArea
CLBF-001-083,0,263,13.22333333,1605,Thursday,BlackfootStagingArea
CLBF-001-084,0,263,13.22333333,1598,Thursday,BlackfootStagingArea
CLBF-001-085,0,263,13.22333333,1515,Thursday,BlackfootStagingArea
CLBF-001-086,0,263,13.22333333,661,Thursday,BlackfootStagingArea
CLBF-001-087,0,263,13.22333333,1355,Thursday,BlackfootStagingArea
CLBF-001-088,0,263,13.22333333,475,Thursday,BlackfootStagingArea
CLBF-001-089,0,263,13.22333333,1188,Thursday,BlackfootStagingArea
CLBF-001-090,0,263,13.22333333,613,Thursday,BlackfootStagingArea
CLBF-001-091,0,263,13.22333333,1434,Thursday,BlackfootStagingArea
CLBF-001-092,0,263,13.22333333,541,Thursday,BlackfootStagingArea
CLBF-001-093,0,263,13.22333333,683,Thursday,BlackfootStagingArea
CLBF-001-096,0,263,13.22333333,1263,Thursday,CentralStagingArea
CLBF-001-097,0,263,13.35966,827,Thursday,CentralStagingArea
CLBF-001-098,0,263,13.22333333,1236,Thursday,CentralStagingArea
CLBF-001-008,0,264,13.28966889,1039,Friday,IsletLakeStagingArea
CLBF-001-011,0,264,13.15333333,1472,Friday,CentralStagingArea
CLBF-001-012,0,264,13.15333333,887,Friday,WaskaheganStagingArea
CLBF-001-015,0,264,13.15333333,1867,Friday,CentralStagingArea
CLBF-001-020,0,264,13.15333333,2638,Friday,CentralStagingArea
CLBF-001-021,0,264,13.15333333,887,Friday,CentralStagingArea
CLBF-001-022,0,264,13.15333333,372,Friday,WaskaheganStagingArea
CLBF-001-025,0,264,13.28966,311,Friday,CentralStagingArea
CLBF-001-028,0,264,1.678055556,1293,Friday,WaskaheganStagingArea
CLBF-001-030,0,264,13.28939333,2716,Friday,CentralStagingArea
CLBF-001-031,0,264,13.15333333,1179,Friday,CentralStagingArea
CLBF-001-033,0,264,13.15333333,488,Friday,WaskaheganStagingArea
CLBF-001-034,0,264,13.15333333,1244,Friday,WaskaheganStagingArea
CLBF-001-037,0,264,13.15333333,3780,Friday,CentralStagingArea
CLBF-001-039,0,264,13.15333333,1305,Friday,CentralStagingArea
CLBF-001-043,0,264,5.995253333,3359,Friday,WaskaheganStagingArea
CLBF-001-045,0,264,13.15333333,3140,Friday,CentralStagingArea
CLBF-001-049,0,264,13.15333333,262,Friday,WaskaheganStagingArea
CLBF-001-050,0,264,13.15333333,4090,Friday,CentralStagingArea
CLBF-001-051,0,264,13.15333333,2302,Friday,CentralStagingArea
CLBF-001-053,0,264,13.15333333,817,Friday,WaskaheganStagingArea
CLBF-001-054,0,264,13.29022,2528,Friday,WaskaheganStagingArea
CLBF-001-056,0,264,13.28994444,5150,Friday,CentralStagingArea
CLBF-001-057,0,264,13.15333333,3885,Friday,CentralStagingArea
CLBF-001-060,0,264,13.15333333,619,Friday,WaskaheganStagingArea
CLBF-001-061,0,264,13.15333333,1749,Friday,WaskaheganStagingArea
CLBF-001-066,0,264,13.15333333,3118,Friday,BlackfootStagingArea
CLBF-001-067,0,264,13.15333333,1508,Friday,WaskaheganStagingArea
CLBF-001-068,0,264,13.15333333,2809,Friday,WaskaheganStagingArea
CLBF-001-073,0,264,13.15333333,546,Friday,WaskaheganStagingArea
CLBF-001-078,0,264,10.00024222,2164,Friday,BlackfootStagingArea
CLBF-001-097,0,264,13.28966,827,Friday,CentralStagingArea
CLBF-001-001,0,265,13.08333333,172,Saturday,IsletLakeStagingArea
CLBF-001-002,0,265,13.08333333,670,Saturday,IsletLakeStagingArea
CLBF-001-003,0,265,13.08333333,1159,Saturday,IsletLakeStagingArea
CLBF-001-005,0,265,13.08333333,681,Saturday,IsletLakeStagingArea
CLBF-001-006,0,265,13.08333333,1413,Saturday,IsletLakeStagingArea
CLBF-001-007,0,265,13.08333333,1014,Saturday,IsletLakeStagingArea
CLBF-001-008,0,265,13.21884222,1039,Saturday,IsletLakeStagingArea
CLBF-001-010,0,265,13.08333333,1646,Saturday,IsletLakeStagingArea
CLBF-001-013,3,265,13.08333333,1590,Saturday,IsletLakeStagingArea
CLBF-001-014,0,265,13.08333333,2332,Saturday,IsletLakeStagingArea
CLBF-001-016,0,265,13.08333333,669,Saturday,CentralStagingArea
CLBF-001-018,0,265,13.08333333,1810,Saturday,IsletLakeStagingArea
CLBF-001-019,0,265,13.08333333,2424,Saturday,IsletLakeStagingArea
CLBF-001-023,0,265,13.08333333,1831,Saturday,WaskaheganStagingArea
CLBF-001-024,0,265,13.08333333,2564,Saturday,IsletLakeStagingArea
CLBF-001-026,0,265,13.08333333,1743,Saturday,CentralStagingArea
CLBF-001-027,2,265,13.08333333,904,Saturday,WaskaheganStagingArea
CLBF-001-028,0,265,0.05,1293,Saturday,WaskaheganStagingArea
CLBF-001-029,0,265,13.08333333,3306,Saturday,IsletLakeStagingArea
CLBF-001-030,0,265,2.418875556,2716,Saturday,CentralStagingArea
CLBF-001-032,0,265,13.08333333,1176,Saturday,CentralStagingArea
CLBF-001-035,0,265,13.08333333,2243,Saturday,WaskaheganStagingArea
CLBF-001-036,0,265,13.08333333,3555,Saturday,IsletLakeStagingArea
CLBF-001-038,0,265,13.08333333,2220,Saturday,CentralStagingArea
CLBF-001-040,0,265,13.08333333,2161,Saturday,CentralStagingArea
CLBF-001-041,0,265,13.08333333,1093,Saturday,WaskaheganStagingArea
CLBF-001-042,0,265,13.08333333,2074,Saturday,WaskaheganStagingArea
CLBF-001-043,0,265,0.999164444,3359,Saturday,WaskaheganStagingArea
CLBF-001-044,0,265,13.08333333,4215,Saturday,CentralStagingArea
CLBF-001-047,0,265,13.08333333,1995,Saturday,CentralStagingArea
CLBF-001-048,0,265,13.08333333,1365,Saturday,CentralStagingArea
CLBF-001-052,1,265,13.08333333,506,Saturday,CentralStagingArea
CLBF-001-054,0,265,6.725802222,2528,Saturday,WaskaheganStagingArea
CLBF-001-055,0,265,13.08333333,3983,Saturday,WaskaheganStagingArea
CLBF-001-056,0,265,13.21966889,5150,Saturday,CentralStagingArea
CLBF-001-058,0,265,13.08333333,2928,Saturday,CentralStagingArea
CLBF-001-059,0,265,13.08333333,1462,Saturday,CentralStagingArea
CLBF-001-062,0,265,13.08333333,3530,Saturday,WaskaheganStagingArea
CLBF-001-064,0,265,13.08333333,4780,Saturday,CentralStagingArea
CLBF-001-065,0,265,13.08333333,3749,Saturday,CentralStagingArea
CLBF-001-069,0,265,13.08333333,5526,Saturday,BlackfootStagingArea
CLBF-001-070,0,265,13.08333333,4045,Saturday,BlackfootStagingArea
CLBF-001-071,0,265,13.08333333,2958,Saturday,BlackfootStagingArea
CLBF-001-072,0,265,13.08333333,2566,Saturday,BlackfootStagingArea
CLBF-001-076,0,265,13.08333333,2077,Saturday,BlackfootStagingArea
CLBF-001-077,0,265,13.08333333,2388,Saturday,BlackfootStagingArea
CLBF-001-078,0,265,2.013604444,2164,Saturday,BlackfootStagingArea
CLBF-001-079,1,265,13.08333333,1603,Saturday,BlackfootStagingArea
CLBF-001-080,0,265,13.08333333,2240,Saturday,BlackfootStagingArea
CLBF-001-082,0,265,13.08333333,1196,Saturday,BlackfootStagingArea
CLBF-001-083,0,265,13.08333333,1605,Saturday,BlackfootStagingArea
CLBF-001-084,0,265,13.08333333,1598,Saturday,BlackfootStagingArea
CLBF-001-085,0,265,13.08333333,1515,Saturday,BlackfootStagingArea
CLBF-001-086,0,265,13.08333333,661,Saturday,BlackfootStagingArea
CLBF-001-087,0,265,13.08333333,1355,Saturday,BlackfootStagingArea
CLBF-001-088,1,265,13.08333333,475,Saturday,BlackfootStagingArea
CLBF-001-089,0,265,13.08333333,1188,Saturday,BlackfootStagingArea
CLBF-001-090,0,265,13.08333333,613,Saturday,BlackfootStagingArea
CLBF-001-091,0,265,13.08333333,1434,Saturday,BlackfootStagingArea
CLBF-001-092,0,265,13.08333333,541,Saturday,BlackfootStagingArea
CLBF-001-093,0,265,13.08333333,683,Saturday,BlackfootStagingArea
CLBF-001-096,0,265,13.08333333,1263,Saturday,CentralStagingArea
CLBF-001-097,0,265,13.21966,827,Saturday,CentralStagingArea
CLBF-001-098,0,265,13.08333333,1236,Saturday,CentralStagingArea
CLBF-001-008,0,266,0.287217778,1039,Sunday,IsletLakeStagingArea
CLBF-001-011,0,266,13.01305556,1472,Sunday,CentralStagingArea
CLBF-001-012,0,266,13.01305556,887,Sunday,WaskaheganStagingArea
CLBF-001-015,0,266,13.01305556,1867,Sunday,CentralStagingArea
CLBF-001-020,0,266,13.01305556,2638,Sunday,CentralStagingArea
CLBF-001-021,0,266,13.01305556,887,Sunday,CentralStagingArea
CLBF-001-022,0,266,13.01305556,372,Sunday,WaskaheganStagingArea
CLBF-001-028,0,266,1.679166667,1293,Sunday,WaskaheganStagingArea
CLBF-001-031,0,266,13.01305556,1179,Sunday,CentralStagingArea
CLBF-001-033,0,266,13.01305556,488,Sunday,WaskaheganStagingArea
CLBF-001-034,0,266,13.01305556,1244,Sunday,WaskaheganStagingArea
CLBF-001-037,0,266,13.01305556,3780,Sunday,CentralStagingArea
CLBF-001-039,0,266,13.01305556,1305,Sunday,CentralStagingArea
CLBF-001-045,0,266,13.01305556,3140,Sunday,CentralStagingArea
CLBF-001-049,0,266,13.01305556,262,Sunday,WaskaheganStagingArea
CLBF-001-050,0,266,13.01305556,4090,Sunday,CentralStagingArea
CLBF-001-051,0,266,13.01305556,2302,Sunday,CentralStagingArea
CLBF-001-053,0,266,13.01305556,817,Sunday,WaskaheganStagingArea
CLBF-001-057,0,266,13.01305556,3885,Sunday,CentralStagingArea
CLBF-001-060,0,266,13.01305556,619,Sunday,WaskaheganStagingArea
CLBF-001-061,0,266,13.01305556,1749,Sunday,WaskaheganStagingArea
CLBF-001-066,0,266,13.01305556,3118,Sunday,BlackfootStagingArea
CLBF-001-067,0,266,13.01305556,1508,Sunday,WaskaheganStagingArea
CLBF-001-068,0,266,13.01305556,2809,Sunday,WaskaheganStagingArea
CLBF-001-073,0,266,13.01305556,546,Sunday,WaskaheganStagingArea
CLBF-001-078,0,266,5.179424444,2164,Sunday,BlackfootStagingArea
CLBF-001-097,0,266,8.971626667,827,Sunday,CentralStagingArea
CLBF-001-001,0,267,12.94305556,172,Monday,IsletLakeStagingArea
CLBF-001-002,0,267,12.94305556,670,Monday,IsletLakeStagingArea
CLBF-001-003,0,267,12.94305556,1159,Monday,IsletLakeStagingArea
CLBF-001-005,0,267,12.94305556,681,Monday,IsletLakeStagingArea
CLBF-001-006,0,267,12.94305556,1413,Monday,IsletLakeStagingArea
CLBF-001-007,0,267,12.94305556,1014,Monday,IsletLakeStagingArea
CLBF-001-010,0,267,12.94305556,1646,Monday,IsletLakeStagingArea
CLBF-001-013,0,267,12.94305556,1590,Monday,IsletLakeStagingArea
CLBF-001-014,0,267,12.94305556,2332,Monday,IsletLakeStagingArea
CLBF-001-016,0,267,12.94305556,669,Monday,CentralStagingArea
CLBF-001-018,0,267,12.94305556,1810,Monday,IsletLakeStagingArea
CLBF-001-019,0,267,12.94305556,2424,Monday,IsletLakeStagingArea
CLBF-001-023,0,267,12.94305556,1831,Monday,WaskaheganStagingArea
CLBF-001-024,0,267,12.94305556,2564,Monday,IsletLakeStagingArea
CLBF-001-026,0,267,12.94305556,1743,Monday,CentralStagingArea
CLBF-001-027,0,267,12.94305556,904,Monday,WaskaheganStagingArea
CLBF-001-028,0,267,0.05,1293,Monday,WaskaheganStagingArea
CLBF-001-029,0,267,12.94305556,3306,Monday,IsletLakeStagingArea
CLBF-001-032,0,267,12.94305556,1176,Monday,CentralStagingArea
CLBF-001-035,0,267,12.94305556,2243,Monday,WaskaheganStagingArea
CLBF-001-036,0,267,12.94305556,3555,Monday,IsletLakeStagingArea
CLBF-001-038,0,267,12.94305556,2220,Monday,CentralStagingArea
CLBF-001-040,0,267,12.94305556,2161,Monday,CentralStagingArea
CLBF-001-041,0,267,12.94305556,1093,Monday,WaskaheganStagingArea
CLBF-001-042,0,267,12.94305556,2074,Monday,WaskaheganStagingArea
CLBF-001-043,0,267,8.993848889,3359,Monday,WaskaheganStagingArea
CLBF-001-044,0,267,12.94305556,4215,Monday,CentralStagingArea
CLBF-001-047,0,267,12.94305556,1995,Monday,CentralStagingArea
CLBF-001-048,0,267,12.94305556,1365,Monday,CentralStagingArea
CLBF-001-052,0,267,12.94305556,506,Monday,CentralStagingArea
CLBF-001-055,0,267,12.94305556,3983,Monday,WaskaheganStagingArea
CLBF-001-056,0,267,4.629146667,5150,Monday,CentralStagingArea
CLBF-001-058,0,267,12.94305556,2928,Monday,CentralStagingArea
CLBF-001-059,0,267,12.94305556,1462,Monday,CentralStagingArea
CLBF-001-062,0,267,12.94305556,3530,Monday,WaskaheganStagingArea
CLBF-001-064,0,267,12.94305556,4780,Monday,CentralStagingArea
CLBF-001-065,0,267,12.94305556,3749,Monday,CentralStagingArea
CLBF-001-069,0,267,12.94305556,5526,Monday,BlackfootStagingArea
CLBF-001-070,0,267,12.94305556,4045,Monday,BlackfootStagingArea
CLBF-001-071,0,267,12.94305556,2958,Monday,BlackfootStagingArea
CLBF-001-072,0,267,12.94305556,2566,Monday,BlackfootStagingArea
CLBF-001-076,0,267,12.94305556,2077,Monday,BlackfootStagingArea
CLBF-001-077,0,267,12.94305556,2388,Monday,BlackfootStagingArea
CLBF-001-078,0,267,6.459151111,2164,Monday,BlackfootStagingArea
CLBF-001-079,0,267,12.94305556,1603,Monday,BlackfootStagingArea
CLBF-001-080,0,267,12.94305556,2240,Monday,BlackfootStagingArea
CLBF-001-082,0,267,12.94305556,1196,Monday,BlackfootStagingArea
CLBF-001-083,0,267,12.94305556,1605,Monday,BlackfootStagingArea
CLBF-001-084,0,267,12.94305556,1598,Monday,BlackfootStagingArea
CLBF-001-085,0,267,12.94305556,1515,Monday,BlackfootStagingArea
CLBF-001-086,0,267,12.94305556,661,Monday,BlackfootStagingArea
CLBF-001-087,0,267,12.94305556,1355,Monday,BlackfootStagingArea
CLBF-001-088,0,267,12.94305556,475,Monday,BlackfootStagingArea
CLBF-001-089,0,267,12.94305556,1188,Monday,BlackfootStagingArea
CLBF-001-090,0,267,12.94305556,613,Monday,BlackfootStagingArea
CLBF-001-091,0,267,12.94305556,1434,Monday,BlackfootStagingArea
CLBF-001-092,0,267,12.94305556,541,Monday,BlackfootStagingArea
CLBF-001-093,0,267,12.94305556,683,Monday,BlackfootStagingArea
CLBF-001-096,0,267,12.94305556,1263,Monday,CentralStagingArea
CLBF-001-098,0,267,12.94305556,1236,Monday,CentralStagingArea
CLBF-001-011,0,268,12.87277778,1472,Tuesday,CentralStagingArea
CLBF-001-012,0,268,12.87277778,887,Tuesday,WaskaheganStagingArea
CLBF-001-015,0,268,12.87277778,1867,Tuesday,CentralStagingArea
CLBF-001-020,0,268,12.87277778,2638,Tuesday,CentralStagingArea
CLBF-001-021,0,268,12.87277778,887,Tuesday,CentralStagingArea
CLBF-001-022,0,268,12.87277778,372,Tuesday,WaskaheganStagingArea
CLBF-001-028,0,268,1.696944444,1293,Tuesday,WaskaheganStagingArea
CLBF-001-031,0,268,12.87277778,1179,Tuesday,CentralStagingArea
CLBF-001-033,0,268,12.87277778,488,Tuesday,WaskaheganStagingArea
CLBF-001-034,0,268,12.87277778,1244,Tuesday,WaskaheganStagingArea
CLBF-001-037,0,268,12.87277778,3780,Tuesday,CentralStagingArea
CLBF-001-039,0,268,12.87277778,1305,Tuesday,CentralStagingArea
CLBF-001-045,0,268,12.87277778,3140,Tuesday,CentralStagingArea
CLBF-001-049,0,268,12.87277778,262,Tuesday,WaskaheganStagingArea
CLBF-001-050,0,268,12.87277778,4090,Tuesday,CentralStagingArea
CLBF-001-051,0,268,12.87277778,2302,Tuesday,CentralStagingArea
CLBF-001-053,0,268,12.87277778,817,Tuesday,WaskaheganStagingArea
CLBF-001-057,0,268,12.87277778,3885,Tuesday,CentralStagingArea
CLBF-001-060,0,268,12.87277778,619,Tuesday,WaskaheganStagingArea
CLBF-001-061,0,268,12.87277778,1749,Tuesday,WaskaheganStagingArea
CLBF-001-066,1,268,12.87277778,3118,Tuesday,BlackfootStagingArea
CLBF-001-067,0,268,12.87277778,1508,Tuesday,WaskaheganStagingArea
CLBF-001-068,0,268,12.87277778,2809,Tuesday,WaskaheganStagingArea
CLBF-001-073,0,268,12.87277778,546,Tuesday,WaskaheganStagingArea
CLBF-001-001,0,269,12.80805556,172,Wednesday,IsletLakeStagingArea
CLBF-001-002,0,269,12.80805556,670,Wednesday,IsletLakeStagingArea
CLBF-001-003,0,269,12.80805556,1159,Wednesday,IsletLakeStagingArea
CLBF-001-005,0,269,12.80805556,681,Wednesday,IsletLakeStagingArea
CLBF-001-006,0,269,12.80805556,1413,Wednesday,IsletLakeStagingArea
CLBF-001-007,0,269,12.80805556,1014,Wednesday,IsletLakeStagingArea
CLBF-001-010,0,269,12.80805556,1646,Wednesday,IsletLakeStagingArea
CLBF-001-013,0,269,12.80805556,1590,Wednesday,IsletLakeStagingArea
CLBF-001-014,0,269,12.80805556,2332,Wednesday,IsletLakeStagingArea
CLBF-001-016,0,269,12.80805556,669,Wednesday,CentralStagingArea
CLBF-001-018,0,269,12.80805556,1810,Wednesday,IsletLakeStagingArea
CLBF-001-019,0,269,12.80805556,2424,Wednesday,IsletLakeStagingArea
CLBF-001-023,0,269,12.80805556,1831,Wednesday,WaskaheganStagingArea
CLBF-001-024,0,269,12.80805556,2564,Wednesday,IsletLakeStagingArea
CLBF-001-026,0,269,12.80805556,1743,Wednesday,CentralStagingArea
CLBF-001-027,0,269,12.80805556,904,Wednesday,WaskaheganStagingArea
CLBF-001-028,0,269,0.05,1293,Wednesday,WaskaheganStagingArea
CLBF-001-029,0,269,12.80805556,3306,Wednesday,IsletLakeStagingArea
CLBF-001-032,0,269,12.80805556,1176,Wednesday,CentralStagingArea
CLBF-001-035,0,269,12.80805556,2243,Wednesday,WaskaheganStagingArea
CLBF-001-036,0,269,12.80805556,3555,Wednesday,IsletLakeStagingArea
CLBF-001-038,0,269,12.80805556,2220,Wednesday,CentralStagingArea
CLBF-001-040,0,269,12.80805556,2161,Wednesday,CentralStagingArea
CLBF-001-041,0,269,12.80805556,1093,Wednesday,WaskaheganStagingArea
CLBF-001-042,0,269,12.80805556,2074,Wednesday,WaskaheganStagingArea
CLBF-001-044,0,269,12.80805556,4215,Wednesday,CentralStagingArea
CLBF-001-047,0,269,12.80805556,1995,Wednesday,CentralStagingArea
CLBF-001-048,0,269,12.80805556,1365,Wednesday,CentralStagingArea
CLBF-001-052,0,269,12.80805556,506,Wednesday,CentralStagingArea
CLBF-001-055,0,269,12.80805556,3983,Wednesday,WaskaheganStagingArea
CLBF-001-058,0,269,12.80805556,2928,Wednesday,CentralStagingArea
CLBF-001-059,0,269,12.80805556,1462,Wednesday,CentralStagingArea
CLBF-001-062,0,269,12.80805556,3530,Wednesday,WaskaheganStagingArea
CLBF-001-064,0,269,12.80805556,4780,Wednesday,CentralStagingArea
CLBF-001-065,0,269,12.80805556,3749,Wednesday,CentralStagingArea
CLBF-001-069,0,269,12.80805556,5526,Wednesday,BlackfootStagingArea
CLBF-001-070,0,269,12.80805556,4045,Wednesday,BlackfootStagingArea
CLBF-001-071,0,269,12.80805556,2958,Wednesday,BlackfootStagingArea
CLBF-001-072,0,269,12.80805556,2566,Wednesday,BlackfootStagingArea
CLBF-001-076,0,269,12.80805556,2077,Wednesday,BlackfootStagingArea
CLBF-001-077,0,269,12.80805556,2388,Wednesday,BlackfootStagingArea
CLBF-001-078,0,269,5.710808889,2164,Wednesday,BlackfootStagingArea
CLBF-001-079,0,269,12.80805556,1603,Wednesday,BlackfootStagingArea
CLBF-001-080,0,269,12.80805556,2240,Wednesday,BlackfootStagingArea
CLBF-001-082,0,269,12.80805556,1196,Wednesday,BlackfootStagingArea
