Station,Gunshots,Julian,Hours,Distance,Weekday,Major
CLBF-001-001,0,245,14.45916667,172,Sunday,IsletLakeStagingArea
CLBF-001-002,0,245,14.45916667,670,Sunday,IsletLakeStagingArea
CLBF-001-003,0,245,14.45916667,1159,Sunday,IsletLakeStagingArea
CLBF-001-006,0,245,14.45916667,1413,Sunday,IsletLakeStagingArea
CLBF-001-007,0,245,14.45916667,1014,Sunday,IsletLakeStagingArea
CLBF-001-010,0,245,14.45916667,1646,Sunday,IsletLakeStagingArea
CLBF-001-013,0,245,14.45916667,1590,Sunday,IsletLakeStagingArea
CLBF-001-016,0,245,14.45916667,669,Sunday,CentralStagingArea
CLBF-001-018,0,245,14.45916667,1810,Sunday,IsletLakeStagingArea
CLBF-001-023,0,245,14.45916667,1831,Sunday,WaskaheganStagingArea
CLBF-001-024,0,245,14.45916667,2564,Sunday,IsletLakeStagingArea
CLBF-001-026,0,245,14.45916667,1743,Sunday,CentralStagingArea
CLBF-001-027,0,245,14.45916667,904,Sunday,WaskaheganStagingArea
CLBF-001-032,0,245,14.45916667,1176,Sunday,CentralStagingArea
CLBF-001-040,0,245,14.45916667,2161,Sunday,CentralStagingArea
CLBF-001-041,0,245,14.45916667,1093,Sunday,WaskaheganStagingArea
CLBF-001-048,0,245,14.45916667,1365,Sunday,CentralStagingArea
CLBF-001-052,0,245,14.45916667,506,Sunday,CentralStagingArea
CLBF-001-059,0,245,14.45916667,1462,Sunday,CentralStagingArea
CLBF-001-092,0,245,14.45916667,541,Sunday,BlackfootStagingArea
CLBF-001-046,0,246,10.22128444,2007,Monday,CentralStagingArea
CLBF-001-001,0,247,14.32138889,172,Tuesday,IsletLakeStagingArea
CLBF-001-002,0,247,14.32138889,670,Tuesday,IsletLakeStagingArea
CLBF-001-003,0,247,14.32138889,1159,Tuesday,IsletLakeStagingArea
CLBF-001-006,0,247,14.32138889,1413,Tuesday,IsletLakeStagingArea
CLBF-001-007,0,247,14.32138889,1014,Tuesday,IsletLakeStagingArea
CLBF-001-010,0,247,14.32138889,1646,Tuesday,IsletLakeStagingArea
CLBF-001-013,0,247,14.32138889,1590,Tuesday,IsletLakeStagingArea
CLBF-001-016,0,247,14.32138889,669,Tuesday,CentralStagingArea
CLBF-001-018,0,247,14.32138889,1810,Tuesday,IsletLakeStagingArea
CLBF-001-023,0,247,14.32138889,1831,Tuesday,WaskaheganStagingArea
CLBF-001-024,0,247,14.32138889,2564,Tuesday,IsletLakeStagingArea
CLBF-001-026,0,247,14.32138889,1743,Tuesday,CentralStagingArea
CLBF-001-027,0,247,14.32138889,904,Tuesday,WaskaheganStagingArea
CLBF-001-032,0,247,14.32138889,1176,Tuesday,CentralStagingArea
CLBF-001-040,0,247,14.32138889,2161,Tuesday,CentralStagingArea
CLBF-001-041,0,247,14.32138889,1093,Tuesday,WaskaheganStagingArea
CLBF-001-046,0,247,14.47382222,2007,Tuesday,CentralStagingArea
CLBF-001-048,0,247,14.32138889,1365,Tuesday,CentralStagingArea
CLBF-001-052,0,247,14.32138889,506,Tuesday,CentralStagingArea
CLBF-001-059,0,247,14.32138889,1462,Tuesday,CentralStagingArea
CLBF-001-092,0,247,14.32138889,541,Tuesday,BlackfootStagingArea
CLBF-001-011,0,248,7.319397778,1472,Wednesday,CentralStagingArea
CLBF-001-012,0,248,4.666268889,887,Wednesday,WaskaheganStagingArea
CLBF-001-015,0,248,7.636153333,1867,Wednesday,CentralStagingArea
CLBF-001-020,0,248,6.941788889,2638,Wednesday,CentralStagingArea
CLBF-001-021,0,248,6.67658,887,Wednesday,CentralStagingArea
CLBF-001-022,0,248,6.47602,372,Wednesday,WaskaheganStagingArea
CLBF-001-025,0,248,6.385246667,311,Wednesday,CentralStagingArea
CLBF-001-028,0,248,1.62447037,1293,Wednesday,WaskaheganStagingArea
CLBF-001-030,0,248,6.517293333,2716,Wednesday,CentralStagingArea
CLBF-001-031,0,248,5.948606667,1179,Wednesday,CentralStagingArea
CLBF-001-033,0,248,7.718517778,488,Wednesday,WaskaheganStagingArea
CLBF-001-034,0,248,7.060882222,1244,Wednesday,WaskaheganStagingArea
CLBF-001-037,0,248,5.974802222,3780,Wednesday,CentralStagingArea
CLBF-001-039,0,248,5.041628889,1305,Wednesday,CentralStagingArea
CLBF-001-045,0,248,5.500766667,3140,Wednesday,CentralStagingArea
CLBF-001-046,0,248,14.40493333,2007,Wednesday,CentralStagingArea
CLBF-001-049,0,248,8.457797778,262,Wednesday,WaskaheganStagingArea
CLBF-001-050,0,248,4.955442222,4090,Wednesday,CentralStagingArea
CLBF-001-051,0,248,4.72722,2302,Wednesday,CentralStagingArea
CLBF-001-053,0,248,8.013184444,817,Wednesday,WaskaheganStagingArea
CLBF-001-054,0,248,4.218224444,2528,Wednesday,WaskaheganStagingArea
CLBF-001-057,0,248,4.287157778,3885,Wednesday,CentralStagingArea
CLBF-001-060,0,248,5.121522222,619,Wednesday,WaskaheganStagingArea
CLBF-001-061,0,248,7.526242222,1749,Wednesday,WaskaheganStagingArea
CLBF-001-066,0,248,4.370046667,3118,Wednesday,BlackfootStagingArea
CLBF-001-067,0,248,6.235708889,1508,Wednesday,WaskaheganStagingArea
CLBF-001-068,0,248,6.987851111,2809,Wednesday,WaskaheganStagingArea
CLBF-001-073,0,248,5.728322222,546,Wednesday,WaskaheganStagingArea
CLBF-001-001,0,249,14.18888889,172,Thursday,IsletLakeStagingArea
CLBF-001-002,0,249,14.18888889,670,Thursday,IsletLakeStagingArea
CLBF-001-003,0,249,14.18888889,1159,Thursday,IsletLakeStagingArea
CLBF-001-005,0,249,8.882133333,681,Thursday,IsletLakeStagingArea
CLBF-001-006,0,249,14.18888889,1413,Thursday,IsletLakeStagingArea
CLBF-001-007,0,249,14.18888889,1014,Thursday,IsletLakeStagingArea
CLBF-001-008,0,249,9.574235556,1039,Thursday,IsletLakeStagingArea
CLBF-001-009,0,249,8.203804444,1690,Thursday,IsletLakeStagingArea
CLBF-001-010,0,249,14.18888889,1646,Thursday,IsletLakeStagingArea
CLBF-001-013,1,249,14.18888889,1590,Thursday,IsletLakeStagingArea
CLBF-001-014,0,249,7.605635556,2332,Thursday,IsletLakeStagingArea
CLBF-001-016,0,249,14.18888889,669,Thursday,CentralStagingArea
CLBF-001-018,0,249,14.18888889,1810,Thursday,IsletLakeStagingArea
CLBF-001-019,0,249,6.98336,2424,Thursday,IsletLakeStagingArea
CLBF-001-023,0,249,14.18888889,1831,Thursday,WaskaheganStagingArea
CLBF-001-024,0,249,14.18888889,2564,Thursday,IsletLakeStagingArea
CLBF-001-025,0,249,14.33576667,311,Thursday,CentralStagingArea
CLBF-001-026,0,249,14.18888889,1743,Thursday,CentralStagingArea
CLBF-001-027,0,249,14.18888889,904,Thursday,WaskaheganStagingArea
CLBF-001-028,0,249,0.05,1293,Thursday,WaskaheganStagingArea
CLBF-001-029,0,249,5.936684444,3306,Thursday,IsletLakeStagingArea
CLBF-001-030,0,249,14.33632667,2716,Thursday,CentralStagingArea
CLBF-001-032,0,249,14.18888889,1176,Thursday,CentralStagingArea
CLBF-001-035,0,249,10.27988444,2243,Thursday,WaskaheganStagingArea
CLBF-001-036,0,249,5.189546667,3555,Thursday,IsletLakeStagingArea
CLBF-001-038,0,249,10.55637333,2220,Thursday,CentralStagingArea
CLBF-001-040,0,249,14.18888889,2161,Thursday,CentralStagingArea
CLBF-001-041,0,249,14.18888889,1093,Thursday,WaskaheganStagingArea
CLBF-001-042,0,249,10.92840889,2074,Thursday,WaskaheganStagingArea
CLBF-001-043,0,249,4.771588889,3359,Thursday,WaskaheganStagingArea
CLBF-001-044,0,249,7.174542222,4215,Thursday,CentralStagingArea
CLBF-001-046,0,249,14.33576667,2007,Thursday,CentralStagingArea
CLBF-001-047,0,249,8.71224,1995,Thursday,CentralStagingArea
CLBF-001-048,0,249,14.18888889,1365,Thursday,CentralStagingArea
CLBF-001-052,0,249,14.18888889,506,Thursday,CentralStagingArea
CLBF-001-054,0,249,14.33576667,2528,Thursday,WaskaheganStagingArea
CLBF-001-055,0,249,9.539048889,3983,Thursday,WaskaheganStagingArea
CLBF-001-056,0,249,8.184071111,5150,Thursday,CentralStagingArea
CLBF-001-058,0,249,9.176933333,2928,Thursday,CentralStagingArea
CLBF-001-059,0,249,14.18888889,1462,Thursday,CentralStagingArea
CLBF-001-062,0,249,10.04490667,3530,Thursday,WaskaheganStagingArea
CLBF-001-064,0,249,10.56123556,4780,Thursday,CentralStagingArea
CLBF-001-065,0,249,9.664995556,3749,Thursday,CentralStagingArea
CLBF-001-069,0,249,8.75536,5526,Thursday,BlackfootStagingArea
CLBF-001-070,0,249,10.19672,4045,Thursday,BlackfootStagingArea
CLBF-001-071,0,249,9.011573333,2958,Thursday,BlackfootStagingArea
CLBF-001-072,0,249,7.773048889,2566,Thursday,BlackfootStagingArea
CLBF-001-076,0,249,8.320133333,2077,Thursday,BlackfootStagingArea
CLBF-001-077,0,249,7.087075556,2388,Thursday,BlackfootStagingArea
CLBF-001-078,0,249,7.915493333,2164,Thursday,BlackfootStagingArea
CLBF-001-079,0,249,6.760968889,1603,Thursday,BlackfootStagingArea
CLBF-001-080,0,249,5.689911111,2240,Thursday,BlackfootStagingArea
CLBF-001-082,0,249,6.13696,1196,Thursday,BlackfootStagingArea
CLBF-001-083,0,249,5.161911111,1605,Thursday,BlackfootStagingArea
CLBF-001-084,0,249,7.403013333,1598,Thursday,BlackfootStagingArea
CLBF-001-085,0,249,5.643404444,1515,Thursday,BlackfootStagingArea
CLBF-001-086,0,249,4.697573333,661,Thursday,BlackfootStagingArea
CLBF-001-087,0,249,5.998382222,1355,Thursday,BlackfootStagingArea
CLBF-001-088,0,249,4.676577778,475,Thursday,BlackfootStagingArea
CLBF-001-089,0,249,5.296355556,1188,Thursday,BlackfootStagingArea
CLBF-001-090,0,249,6.935217778,613,Thursday,BlackfootStagingArea
CLBF-001-091,0,249,5.296017778,1434,Thursday,BlackfootStagingArea
CLBF-001-092,0,249,14.18888889,541,Thursday,BlackfootStagingArea
CLBF-001-093,0,249,6.640657778,683,Thursday,BlackfootStagingArea
CLBF-001-096,0,249,13.06401778,1263,Thursday,CentralStagingArea
CLBF-001-097,0,249,1.877495556,827,Thursday,CentralStagingArea
CLBF-001-008,0,250,14.26632889,1039,Friday,IsletLakeStagingArea
CLBF-001-011,0,250,14.11944444,1472,Friday,CentralStagingArea
CLBF-001-012,0,250,14.11944444,887,Friday,WaskaheganStagingArea
CLBF-001-015,0,250,14.11944444,1867,Friday,CentralStagingArea
CLBF-001-020,0,250,14.11944444,2638,Friday,CentralStagingArea
CLBF-001-021,0,250,14.11944444,887,Friday,CentralStagingArea
CLBF-001-022,0,250,14.11944444,372,Friday,WaskaheganStagingArea
CLBF-001-025,0,250,14.26688222,311,Friday,CentralStagingArea
CLBF-001-028,0,250,1.651666667,1293,Friday,WaskaheganStagingArea
CLBF-001-030,0,250,14.26688222,2716,Friday,CentralStagingArea
CLBF-001-031,0,250,14.11944444,1179,Friday,CentralStagingArea
CLBF-001-033,0,250,14.11944444,488,Friday,WaskaheganStagingArea
CLBF-001-034,0,250,14.11944444,1244,Friday,WaskaheganStagingArea
CLBF-001-037,0,250,14.11944444,3780,Friday,CentralStagingArea
CLBF-001-039,0,250,14.11944444,1305,Friday,CentralStagingArea
CLBF-001-043,0,250,14.26716,3359,Friday,WaskaheganStagingArea
CLBF-001-045,0,250,14.11944444,3140,Friday,CentralStagingArea
CLBF-001-046,0,250,14.26632222,2007,Friday,CentralStagingArea
CLBF-001-049,0,250,14.11944444,262,Friday,WaskaheganStagingArea
CLBF-001-050,0,250,14.11944444,4090,Friday,CentralStagingArea
CLBF-001-051,0,250,14.11944444,2302,Friday,CentralStagingArea
CLBF-001-053,0,250,14.11944444,817,Friday,WaskaheganStagingArea
CLBF-001-054,0,250,14.26632222,2528,Friday,WaskaheganStagingArea
CLBF-001-056,0,250,14.26632222,5150,Friday,CentralStagingArea
CLBF-001-057,0,250,14.11944444,3885,Friday,CentralStagingArea
CLBF-001-060,0,250,14.11944444,619,Friday,WaskaheganStagingArea
CLBF-001-061,0,250,14.11944444,1749,Friday,WaskaheganStagingArea
CLBF-001-066,0,250,14.11944444,3118,Friday,BlackfootStagingArea
CLBF-001-067,0,250,14.11944444,1508,Friday,WaskaheganStagingArea
CLBF-001-068,0,250,14.11944444,2809,Friday,WaskaheganStagingArea
CLBF-001-073,0,250,14.11944444,546,Friday,WaskaheganStagingArea
CLBF-001-078,0,250,14.26440222,2164,Friday,BlackfootStagingArea
CLBF-001-097,0,250,14.26577778,827,Friday,CentralStagingArea
CLBF-001-001,0,251,14.05,172,Saturday,IsletLakeStagingArea
CLBF-001-002,0,251,14.05,670,Saturday,IsletLakeStagingArea
CLBF-001-003,0,251,14.05,1159,Saturday,IsletLakeStagingArea
CLBF-001-005,0,251,14.05,681,Saturday,IsletLakeStagingArea
CLBF-001-006,0,251,14.05,1413,Saturday,IsletLakeStagingArea
CLBF-001-007,0,251,14.05,1014,Saturday,IsletLakeStagingArea
CLBF-001-008,0,251,14.19550889,1039,Saturday,IsletLakeStagingArea
CLBF-001-009,0,251,14.05,1690,Saturday,IsletLakeStagingArea
CLBF-001-010,0,251,14.05,1646,Saturday,IsletLakeStagingArea
CLBF-001-013,0,251,14.05,1590,Saturday,IsletLakeStagingArea
CLBF-001-014,0,251,14.05,2332,Saturday,IsletLakeStagingArea
CLBF-001-016,0,251,14.05,669,Saturday,CentralStagingArea
CLBF-001-018,1,251,14.05,1810,Saturday,IsletLakeStagingArea
CLBF-001-019,0,251,14.05,2424,Saturday,IsletLakeStagingArea
CLBF-001-023,2,251,14.05,1831,Saturday,WaskaheganStagingArea
CLBF-001-024,0,251,14.05,2564,Saturday,IsletLakeStagingArea
CLBF-001-025,0,251,14.19743778,311,Saturday,CentralStagingArea
CLBF-001-026,0,251,14.05,1743,Saturday,CentralStagingArea
CLBF-001-027,4,251,14.05,904,Saturday,WaskaheganStagingArea
CLBF-001-028,0,251,0.05,1293,Saturday,WaskaheganStagingArea
CLBF-001-029,0,251,14.05,3306,Saturday,IsletLakeStagingArea
CLBF-001-030,0,251,14.19743778,2716,Saturday,CentralStagingArea
CLBF-001-032,0,251,14.05,1176,Saturday,CentralStagingArea
CLBF-001-035,0,251,14.05,2243,Saturday,WaskaheganStagingArea
CLBF-001-036,0,251,14.05,3555,Saturday,IsletLakeStagingArea
CLBF-001-038,0,251,14.05,2220,Saturday,CentralStagingArea
CLBF-001-040,0,251,14.05,2161,Saturday,CentralStagingArea
CLBF-001-041,0,251,14.05,1093,Saturday,WaskaheganStagingArea
CLBF-001-042,1,251,14.05,2074,Saturday,WaskaheganStagingArea
CLBF-001-043,0,251,14.19771556,3359,Saturday,WaskaheganStagingArea
CLBF-001-044,0,251,14.05,4215,Saturday,CentralStagingArea
CLBF-001-046,0,251,14.19687778,2007,Saturday,CentralStagingArea
CLBF-001-047,0,251,14.05,1995,Saturday,CentralStagingArea
CLBF-001-048,1,251,14.05,1365,Saturday,CentralStagingArea
CLBF-001-052,1,251,14.05,506,Saturday,CentralStagingArea
CLBF-001-054,0,251,14.19687778,2528,Saturday,WaskaheganStagingArea
CLBF-001-055,0,251,14.05,3983,Saturday,WaskaheganStagingArea
CLBF-001-056,0,251,14.19687778,5150,Saturday,CentralStagingArea
CLBF-001-058,0,251,14.05,2928,Saturday,CentralStagingArea
CLBF-001-059,0,251,14.05,1462,Saturday,CentralStagingArea
CLBF-001-062,0,251,14.05,3530,Saturday,WaskaheganStagingArea
CLBF-001-064,0,251,14.05,4780,Saturday,CentralStagingArea
CLBF-001-065,0,251,14.05,3749,Saturday,CentralStagingArea
CLBF-001-069,0,251,14.05,5526,Saturday,BlackfootStagingArea
CLBF-001-070,0,251,14.05,4045,Saturday,BlackfootStagingArea
CLBF-001-071,0,251,14.05,2958,Saturday,BlackfootStagingArea
CLBF-001-072,0,251,14.05,2566,Saturday,BlackfootStagingArea
CLBF-001-076,1,251,14.05,2077,Saturday,BlackfootStagingArea
CLBF-001-077,0,251,14.05,2388,Saturday,BlackfootStagingArea
CLBF-001-078,0,251,14.19495778,2164,Saturday,BlackfootStagingArea
CLBF-001-079,5,251,14.05,1603,Saturday,BlackfootStagingArea
CLBF-001-080,1,251,14.05,2240,Saturday,BlackfootStagingArea
CLBF-001-082,3,251,14.05,1196,Saturday,BlackfootStagingArea
CLBF-001-083,2,251,14.05,1605,Saturday,BlackfootStagingArea
CLBF-001-084,0,251,14.05,1598,Saturday,BlackfootStagingArea
CLBF-001-085,0,251,14.05,1515,Saturday,BlackfootStagingArea
CLBF-001-086,2,251,14.05,661,Saturday,BlackfootStagingArea
CLBF-001-087,1,251,14.05,1355,Saturday,BlackfootStagingArea
CLBF-001-088,0,251,14.05,475,Saturday,BlackfootStagingArea
CLBF-001-089,1,251,14.05,1188,Saturday,BlackfootStagingArea
CLBF-001-090,0,251,14.05,613,Saturday,BlackfootStagingArea
CLBF-001-091,0,251,14.05,1434,Saturday,BlackfootStagingArea
CLBF-001-092,0,251,14.05,541,Saturday,BlackfootStagingArea
CLBF-001-093,1,251,14.05,683,Saturday,BlackfootStagingArea
CLBF-001-096,0,251,14.05,1263,Saturday,CentralStagingArea
CLBF-001-097,0,251,14.19661111,827,Saturday,CentralStagingArea
CLBF-001-008,0,252,14.12550889,1039,Sunday,IsletLakeStagingArea
CLBF-001-011,0,252,13.98083333,1472,Sunday,CentralStagingArea
CLBF-001-012,0,252,13.98083333,887,Sunday,WaskaheganStagingArea
CLBF-001-015,0,252,13.98083333,1867,Sunday,CentralStagingArea
CLBF-001-020,0,252,13.98083333,2638,Sunday,CentralStagingArea
CLBF-001-021,0,252,13.98083333,887,Sunday,CentralStagingArea
CLBF-001-022,0,252,13.98083333,372,Sunday,WaskaheganStagingArea
CLBF-001-025,0,252,14.12827111,311,Sunday,CentralStagingArea
CLBF-001-028,0,252,1.653888889,1293,Sunday,WaskaheganStagingArea
CLBF-001-030,0,252,14.12827111,2716,Sunday,CentralStagingArea
CLBF-001-031,0,252,13.98083333,1179,Sunday,CentralStagingArea
CLBF-001-033,0,252,13.98083333,488,Sunday,WaskaheganStagingArea
CLBF-001-034,0,252,13.98083333,1244,Sunday,WaskaheganStagingArea
CLBF-001-037,0,252,13.98083333,3780,Sunday,CentralStagingArea
CLBF-001-039,0,252,13.98083333,1305,Sunday,CentralStagingArea
CLBF-001-043,0,252,14.12854889,3359,Sunday,WaskaheganStagingArea
CLBF-001-045,0,252,13.98083333,3140,Sunday,CentralStagingArea
CLBF-001-046,0,252,14.12827111,2007,Sunday,CentralStagingArea
CLBF-001-049,0,252,13.98083333,262,Sunday,WaskaheganStagingArea
CLBF-001-050,0,252,13.98083333,4090,Sunday,CentralStagingArea
CLBF-001-051,0,252,13.98083333,2302,Sunday,CentralStagingArea
CLBF-001-053,0,252,13.98083333,817,Sunday,WaskaheganStagingArea
CLBF-001-054,0,252,14.12771111,2528,Sunday,WaskaheganStagingArea
CLBF-001-056,0,252,14.12771111,5150,Sunday,CentralStagingArea
CLBF-001-057,0,252,13.98083333,3885,Sunday,CentralStagingArea
CLBF-001-060,0,252,13.98083333,619,Sunday,WaskaheganStagingArea
CLBF-001-061,0,252,13.98083333,1749,Sunday,WaskaheganStagingArea
CLBF-001-066,0,252,13.98083333,3118,Sunday,BlackfootStagingArea
CLBF-001-067,0,252,13.98083333,1508,Sunday,WaskaheganStagingArea
CLBF-001-068,0,252,13.98083333,2809,Sunday,WaskaheganStagingArea
CLBF-001-073,0,252,13.98083333,546,Sunday,WaskaheganStagingArea
CLBF-001-078,0,252,14.12496444,2164,Sunday,BlackfootStagingArea
CLBF-001-097,0,252,14.12716889,827,Sunday,CentralStagingArea
CLBF-001-001,0,253,13.91111111,172,Monday,IsletLakeStagingArea
CLBF-001-002,0,253,13.91111111,670,Monday,IsletLakeStagingArea
CLBF-001-003,0,253,13.91111111,1159,Monday,IsletLakeStagingArea
CLBF-001-005,0,253,13.91111111,681,Monday,IsletLakeStagingArea
CLBF-001-006,0,253,13.91111111,1413,Monday,IsletLakeStagingArea
CLBF-001-007,0,253,13.91111111,1014,Monday,IsletLakeStagingArea
CLBF-001-008,0,253,14.05689111,1039,Monday,IsletLakeStagingArea
CLBF-001-009,0,253,13.91111111,1690,Monday,IsletLakeStagingArea
CLBF-001-010,0,253,13.91111111,1646,Monday,IsletLakeStagingArea
CLBF-001-013,0,253,13.91111111,1590,Monday,IsletLakeStagingArea
CLBF-001-014,0,253,13.91111111,2332,Monday,IsletLakeStagingArea
CLBF-001-016,1,253,13.91111111,669,Monday,CentralStagingArea
CLBF-001-018,0,253,13.91111111,1810,Monday,IsletLakeStagingArea
CLBF-001-019,0,253,13.91111111,2424,Monday,IsletLakeStagingArea
CLBF-001-023,0,253,13.91111111,1831,Monday,WaskaheganStagingArea
CLBF-001-024,0,253,13.91111111,2564,Monday,IsletLakeStagingArea
CLBF-001-025,0,253,14.05854889,311,Monday,CentralStagingArea
CLBF-001-026,0,253,13.91111111,1743,Monday,CentralStagingArea
CLBF-001-027,0,253,13.91111111,904,Monday,WaskaheganStagingArea
CLBF-001-028,0,253,0.05,1293,Monday,WaskaheganStagingArea
CLBF-001-029,0,253,13.91111111,3306,Monday,IsletLakeStagingArea
CLBF-001-030,0,253,14.05854889,2716,Monday,CentralStagingArea
CLBF-001-032,0,253,13.91111111,1176,Monday,CentralStagingArea
CLBF-001-035,0,253,13.91111111,2243,Monday,WaskaheganStagingArea
CLBF-001-036,0,253,13.91111111,3555,Monday,IsletLakeStagingArea
CLBF-001-038,0,253,13.91111111,2220,Monday,CentralStagingArea
CLBF-001-040,0,253,13.91111111,2161,Monday,CentralStagingArea
CLBF-001-041,0,253,13.91111111,1093,Monday,WaskaheganStagingArea
CLBF-001-042,0,253,13.91111111,2074,Monday,WaskaheganStagingArea
CLBF-001-043,0,253,14.05882667,3359,Monday,WaskaheganStagingArea
CLBF-001-044,0,253,13.91111111,4215,Monday,CentralStagingArea
CLBF-001-046,0,253,14.05854889,2007,Monday,CentralStagingArea
CLBF-001-047,0,253,13.91111111,1995,Monday,CentralStagingArea
CLBF-001-048,0,253,13.91111111,1365,Monday,CentralStagingArea
CLBF-001-052,0,253,13.91111111,506,Monday,CentralStagingArea
CLBF-001-054,0,253,14.05854889,2528,Monday,WaskaheganStagingArea
CLBF-001-055,0,253,13.91111111,3983,Monday,WaskaheganStagingArea
CLBF-001-056,0,253,14.05798889,5150,Monday,CentralStagingArea
CLBF-001-058,0,253,13.91111111,2928,Monday,CentralStagingArea
CLBF-001-059,0,253,13.91111111,1462,Monday,CentralStagingArea
CLBF-001-062,0,253,13.91111111,3530,Monday,WaskaheganStagingArea
CLBF-001-064,0,253,13.91111111,4780,Monday,CentralStagingArea
CLBF-001-065,0,253,13.91111111,3749,Monday,CentralStagingArea
CLBF-001-069,0,253,13.91111111,5526,Monday,BlackfootStagingArea
CLBF-001-070,0,253,13.91111111,4045,Monday,BlackfootStagingArea
CLBF-001-071,0,253,13.91111111,2958,Monday,BlackfootStagingArea
CLBF-001-072,0,253,13.91111111,2566,Monday,BlackfootStagingArea
CLBF-001-076,0,253,13.91111111,2077,Monday,BlackfootStagingArea
CLBF-001-077,0,253,13.91111111,2388,Monday,BlackfootStagingArea
CLBF-001-078,0,253,14.05579556,2164,Monday,BlackfootStagingArea
CLBF-001-079,0,253,13.91111111,1603,Monday,BlackfootStagingArea
CLBF-001-080,0,253,13.91111111,2240,Monday,BlackfootStagingArea
CLBF-001-082,2,253,13.91111111,1196,Monday,BlackfootStagingArea
CLBF-001-083,0,253,13.91111111,1605,Monday,BlackfootStagingArea
CLBF-001-084,0,253,13.91111111,1598,Monday,BlackfootStagingArea
CLBF-001-085,1,253,13.91111111,1515,Monday,BlackfootStagingArea
CLBF-001-086,0,253,13.91111111,661,Monday,BlackfootStagingArea
CLBF-001-087,0,253,13.91111111,1355,Monday,BlackfootStagingArea
CLBF-001-088,0,253,13.91111111,475,Monday,BlackfootStagingArea
CLBF-001-089,0,253,13.91111111,1188,Monday,BlackfootStagingArea
CLBF-001-090,0,253,13.91111111,613,Monday,BlackfootStagingArea
CLBF-001-091,1,253,13.91111111,1434,Monday,BlackfootStagingArea
CLBF-001-092,0,253,13.91111111,541,Monday,BlackfootStagingArea
CLBF-001-093,0,253,13.91111111,683,Monday,BlackfootStagingArea
CLBF-001-096,0,253,13.91111111,1263,Monday,CentralStagingArea
CLBF-001-097,0,253,14.05772,827,Monday,CentralStagingArea
CLBF-001-008,0,254,13.98772889,1039,Tuesday,IsletLakeStagingArea
CLBF-001-011,0,254,13.84138889,1472,Tuesday,CentralStagingArea
CLBF-001-012,0,254,13.84138889,887,Tuesday,WaskaheganStagingArea
CLBF-001-015,0,254,13.84138889,1867,Tuesday,CentralStagingArea
CLBF-001-020,0,254,13.84138889,2638,Tuesday,CentralStagingArea
CLBF-001-021,0,254,13.84138889,887,Tuesday,CentralStagingArea
CLBF-001-022,0,254,13.84138889,372,Tuesday,WaskaheganStagingArea
CLBF-001-025,0,254,13.98882667,311,Tuesday,CentralStagingArea
CLBF-001-028,0,254,1.655555556,1293,Tuesday,WaskaheganStagingArea
CLBF-001-030,0,254,13.98882667,2716,Tuesday,CentralStagingArea
CLBF-001-031,0,254,13.84138889,1179,Tuesday,CentralStagingArea
CLBF-001-033,0,254,13.84138889,488,Tuesday,WaskaheganStagingArea
CLBF-001-034,1,254,13.84138889,1244,Tuesday,WaskaheganStagingArea
CLBF-001-037,0,254,13.84138889,3780,Tuesday,CentralStagingArea
CLBF-001-039,0,254,13.84138889,1305,Tuesday,CentralStagingArea
CLBF-001-043,0,254,13.98910444,3359,Tuesday,WaskaheganStagingArea
CLBF-001-045,0,254,13.84138889,3140,Tuesday,CentralStagingArea
CLBF-001-046,0,254,13.98882667,2007,Tuesday,CentralStagingArea
CLBF-001-049,0,254,13.84138889,262,Tuesday,WaskaheganStagingArea
CLBF-001-050,0,254,13.84138889,4090,Tuesday,CentralStagingArea
CLBF-001-051,0,254,13.84138889,2302,Tuesday,CentralStagingArea
CLBF-001-053,0,254,13.84138889,817,Tuesday,WaskaheganStagingArea
CLBF-001-054,0,254,13.98882667,2528,Tuesday,WaskaheganStagingArea
CLBF-001-056,0,254,13.98882667,5150,Tuesday,CentralStagingArea
CLBF-001-057,0,254,13.84138889,3885,Tuesday,CentralStagingArea
CLBF-001-060,0,254,13.84138889,619,Tuesday,WaskaheganStagingArea
CLBF-001-061,0,254,13.84138889,1749,Tuesday,WaskaheganStagingArea
CLBF-001-066,0,254,13.84138889,3118,Tuesday,BlackfootStagingArea
CLBF-001-067,0,254,13.84138889,1508,Tuesday,WaskaheganStagingArea
CLBF-001-068,0,254,13.84138889,2809,Tuesday,WaskaheganStagingArea
CLBF-001-073,0,254,13.84138889,546,Tuesday,WaskaheganStagingArea
CLBF-001-078,0,254,13.98579556,2164,Tuesday,BlackfootStagingArea
CLBF-001-097,0,254,13.98827333,827,Tuesday,CentralStagingArea
CLBF-001-001,0,255,13.77722222,172,Wednesday,IsletLakeStagingArea
CLBF-001-002,0,255,13.77722222,670,Wednesday,IsletLakeStagingArea
CLBF-001-003,0,255,13.77722222,1159,Wednesday,IsletLakeStagingArea
CLBF-001-005,0,255,13.77722222,681,Wednesday,IsletLakeStagingArea
CLBF-001-006,0,255,13.77722222,1413,Wednesday,IsletLakeStagingArea
CLBF-001-007,0,255,13.77722222,1014,Wednesday,IsletLakeStagingArea
CLBF-001-008,0,255,13.91717556,1039,Wednesday,IsletLakeStagingArea
CLBF-001-009,0,255,4.923611111,1690,Wednesday,IsletLakeStagingArea
CLBF-001-010,0,255,13.77722222,1646,Wednesday,IsletLakeStagingArea
